-1.746810722572803565e+00,6.589709999045994415e+00,6.796116639731213382e+00,8.329009954005817118e-02,1.021345745002563810e+01,1.911403529154697134e-01
-4.375422155327340912e-01,7.968646797457243913e+00,9.157374144320534981e+00,-7.656729088639799841e-01,1.170451749478143277e+01,9.261446463536135987e-01
2.921151975490531294e-01,7.789156948649756274e+00,2.449781928726361802e+00,-2.001568291148893231e+00,9.046602224096824685e+00,4.996749981875087121e-01
-3.252093906199925444e-01,8.701289357829654847e+00,3.280767670228594834e+00,-1.705617331362234479e+00,1.074725901131296801e+01,6.373692683100306011e-01
1.292161954079714237e+00,7.783978369483463666e+00,5.343619479444955189e+00,-2.958100101371552437e-02,1.028237545999176206e+01,8.117915921071279239e-01
9.701148732523973139e-01,6.683408454616375671e+00,3.066649301031073804e+00,-6.255109093980812940e-01,9.544050754161633066e+00,3.344127474560543156e-01
5.582568071761747630e-01,9.085021564318788379e+00,1.074159932906829207e+00,-1.674384556544575853e-01,8.954851120836725187e+00,8.420121040571324489e-01
3.569606281360654942e-01,7.902945602999574604e+00,1.351972518321447048e+00,3.160466294804821219e-01,1.131516900512927926e+01,8.243484258909672402e-02
2.248002992202331463e-01,8.288888888456805049e+00,9.266108026216256732e+00,-8.323499926129007687e-01,1.260346056716850072e+01,2.777587944412630572e-01
3.211584162911607088e-01,8.417100122788424343e+00,1.327464362315139867e+00,-1.227459392957487960e+00,1.198899356344348277e+01,6.663034262789976347e-01
-7.756292362992164291e-01,5.902320988808563484e+00,2.497777211278191967e+00,-7.595081938307001179e-01,6.968792569476420340e+00,3.168529970436607668e-01
2.749515076318210571e+00,9.260898157772414763e+00,6.629765117054359891e+00,1.265350990619470872e+00,9.954614496114746913e+00,9.735816472236976660e-01
1.985597867183618526e+00,8.076471045937786641e+00,9.988399126138091333e+00,8.380118386491695048e-01,6.982338839169056399e+00,5.766817499286580606e-01
8.418906232494801634e-01,7.503511738845523027e+00,3.824750043972430458e+00,-8.605071200780167739e-01,1.273460454056040803e+01,3.939511308266795409e-01
4.304927362455799322e-01,4.971314211211921297e+00,3.602785989381644072e+00,-3.010544665300167733e-01,1.367062282756089431e+01,9.975954890362747074e-01
